Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
10-04-2018,HDFC,EQ,1836.7,1848,1851.65,1815.1,1818.25,1817.5,1825.12,1673162,3.05372E+14,73500,1262005,0.7543
11-04-2018,HDFC,EQ,1817.5,1823.5,1827.8,1802.6,1814,1812.4,1813.54,1917617,3.47767E+14,67885,1387305,0.7235
12-04-2018,HDFC,EQ,1812.4,1808.45,1830.55,1806,1828,1829.05,1822.63,1296216,2.36252E+14,70565,924895,0.7135
13-04-2018,HDFC,EQ,1829.05,1834,1842.85,1822.6,1840,1840.6,1835.33,1849910,3.39519E+14,92786,1331565,0.7198
16-04-2018,HDFC,EQ,1840.6,1833,1873,1832.2,1867.9,1870.45,1864.29,2555945,4.76502E+14,64925,2080425,0.814
17-04-2018,HDFC,EQ,1870.45,1875,1896.65,1862.2,1888.7,1889.7,1879.58,2842835,5.34335E+14,115963,2044988,0.7193
18-04-2018,HDFC,EQ,1889.7,1897.7,1898,1871.1,1880,1877.7,1886.3,1690874,3.1895E+14,77938,1237861,0.7321
19-04-2018,HDFC,EQ,1877.7,1883,1887.05,1851.65,1861,1858.65,1867.66,1655535,3.09197E+14,144651,1265293,0.7643
20-04-2018,HDFC,EQ,1858.65,1863,1873,1832.5,1836.5,1834.15,1839.83,2627245,4.83367E+14,95516,2017369,0.7679
23-04-2018,HDFC,EQ,1834.15,1849,1849,1828.6,1834.5,1830.85,1835.94,2514450,4.61638E+14,82407,2069494,0.823
24-04-2018,HDFC,EQ,1830.85,1836.9,1867.5,1834.5,1857.35,1859.55,1855.59,2381491,4.41907E+14,88798,1648757,0.6923
